,icd_code,icd_version,description
5289,K8050  ,10,Calculus of bile duct without cholangitis or cholecystitis without obstruction
5290,K8051  ,10,Calculus of bile duct without cholangitis or cholecystitis with obstruction
5291,9894   ,9,"Toxic effect of other pesticides, not elsewhere classified"
5292,E8637  ,9,Accidental poisoning by rodenticides
5293,R140   ,10,Abdominal distension (gaseous)
5294,J9311  ,10,Primary spontaneous pneumothorax
5295,95892  ,9,Traumatic compartment syndrome of lower extremity
5296,90451  ,9,Injury to anterior tibial artery
5297,90453  ,9,Injury to posterior tibial artery
5298,9047   ,9,Injury to other specified blood vessels of lower extremity
5299,7962   ,9,Elevated blood pressure reading without diagnosis of hypertension
5300,E9291  ,9,Late effects of other transport accident
5301,S3739XA,10,"Other injury of urethra, initial encounter"
5302,Y33XXXA,10,"Other specified events, undetermined intent, initial encounter"
5303,R031   ,10,Nonspecific low blood-pressure reading
5304,Z85831 ,10,Personal history of malignant neoplasm of soft tissue
5305,V146   ,9,Personal history of allergy to analgesic agent
5306,V1507  ,9,Allergy to latex
5307,V133   ,9,Personal history of diseases of skin and subcutaneous tissue
5308,28952  ,9,Splenic sequestration
5309,N9981  ,10,Other intraoperative complications of genitourinary system
5310,6191   ,9,"Digestive-genital tract fistula, female"
5311,6238   ,9,Other specified noninflammatory disorders of vagina
5312,57142  ,9,Autoimmune hepatitis
5313,4533   ,9,Other venous embolism and thrombosis of renal vein
5314,22804  ,9,Hemangioma of intra-abdominal structures
5315,6268   ,9,Other disorders of menstruation and other abnormal bleeding from female genital tract
5316,4378   ,9,Other ill-defined cerebrovascular disease
5317,I672   ,10,Cerebral atherosclerosis
5318,M8448XG,10,"Pathological fracture, other site, subsequent encounter for fracture with delayed healing"
5319,36969  ,9,One eye: profound vision impairment; other eye: normal vision
5320,7901   ,9,Elevated sedimentation rate
5321,Y92143 ,10,Cell of prison as the place of occurrence of the external cause
5322,I82A22 ,10,Chronic embolism and thrombosis of left axillary vein
5323,Y92149 ,10,Unspecified place in prison as the place of occurrence of the external cause
5324,N139   ,10,"Obstructive and reflux uropathy, unspecified"
5325,T83020A,10,"Displacement of cystostomy catheter, initial encounter"
5326,N35014 ,10,"Post-traumatic urethral stricture, male, unspecified"
5327,A0811  ,10,Acute gastroenteropathy due to Norwalk agent
5328,B998   ,10,Other infectious disease
5329,Y92122 ,10,Bedroom in nursing home as the place of occurrence of the external cause
5330,80126  ,9,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with loss of consciousness of unspecified duration"
5331,E8122  ,9,Other motor vehicle traffic accident involving collision with motor vehicle injuring motorcyclist
5332,37034  ,9,Exposure keratoconjunctivitis
5333,37941  ,9,Anisocoria
5334,53430  ,9,"Acute gastrojejunal ulcer without mention of hemorrhage or perforation, without mention of obstruction"
5335,34500  ,9,"Generalized nonconvulsive epilepsy, without mention of intractable epilepsy"
5336,5793   ,9,Other and unspecified postsurgical nonabsorption
5337,I716   ,10,"Thoracoabdominal aortic aneurysm, without rupture"
5338,G9762  ,10,Postprocedural hematoma of a nervous system organ or structure following other procedure
5339,M5386  ,10,"Other specified dorsopathies, lumbar region"
5340,I50813 ,10,Acute on chronic right heart failure
5341,E9420  ,9,Cardiac rhythm regulators causing adverse effects in therapeutic use
5342,S82142N,10,"Displaced bicondylar fracture of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
5343,S82141N,10,"Displaced bicondylar fracture of right tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
5344,V0310XD,10,"Pedestrian on foot injured in collision with car, pick-up truck or van in traffic accident, subsequent encounter"
5345,S82392C,10,"Other fracture of lower end of left tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC"
5346,S72401A,10,"Unspecified fracture of lower end of right femur, initial encounter for closed fracture"
5347,S82142B,10,"Displaced bicondylar fracture of left tibia, initial encounter for open fracture type I or II"
5348,S3282XA,10,"Multiple fractures of pelvis without disruption of pelvic ring, initial encounter for closed fracture"
5349,S82301B,10,"Unspecified fracture of lower end of right tibia, initial encounter for open fracture type I or II"
5350,Y92414 ,10,Local residential or business street as the place of occurrence of the external cause
5351,S92001A,10,"Unspecified fracture of right calcaneus, initial encounter for closed fracture"
5352,S92314A,10,"Nondisplaced fracture of first metatarsal bone, right foot, initial encounter for closed fracture"
5353,S92324A,10,"Nondisplaced fracture of second metatarsal bone, right foot, initial encounter for closed fracture"
5354,C170   ,10,Malignant neoplasm of duodenum
5355,C269   ,10,Malignant neoplasm of ill-defined sites within the digestive system
5356,E9688  ,9,Assault by other specified means
5357,S14132A,10,"Anterior cord syndrome at C2 level of cervical spinal cord, initial encounter"
5358,S36112A,10,"Contusion of liver, initial encounter"
5359,G8250  ,10,"Quadriplegia, unspecified"
5360,S36029A,10,"Unspecified contusion of spleen, initial encounter"
5361,S12030A,10,"Displaced posterior arch fracture of first cervical vertebra, initial encounter for closed fracture"
5362,Y92480 ,10,Sidewalk as the place of occurrence of the external cause
5363,M4810  ,10,"Ankylosing hyperostosis [Forestier], site unspecified"
5364,E9344  ,9,Fibrinolysis-affecting drugs causing adverse effects in therapeutic use
5365,2165   ,9,"Benign neoplasm of skin of trunk, except scrotum"
5366,86415  ,9,"Injury to liver with open wound into cavity, laceration, unspecified"
5367,86132  ,9,Laceration of lung with open wound into thorax
5368,86131  ,9,Contusion of lung with open wound into thorax
5369,86813  ,9,"Injury to other intra-abdominal organs with open wound into cavity, peritoneum"
5370,E8282  ,9,Accident involving animal being ridden injuring rider of animal
5371,E0061  ,9,Activities involving horseback riding
5372,41001  ,9,"Acute myocardial infarction of anterolateral wall, initial episode of care"
5373,78094  ,9,Early satiety
5374,R070   ,10,Pain in throat
5375,71950  ,9,"Stiffness of joint, not elsewhere classified, site unspecified"
5376,7945   ,9,Nonspecific abnormal results of function study of thyroid
5377,4290   ,9,"Myocarditis, unspecified"
5378,42840  ,9,"Combined systolic and diastolic heart failure, unspecified"
5379,G40419 ,10,"Other generalized epilepsy and epileptic syndromes, intractable, without status epilepticus"
5380,G9782  ,10,Other postprocedural complications and disorders of nervous system
5381,D181   ,10,"Lymphangioma, any site"
5382,G40109 ,10,"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures, not intractable, without status epilepticus"
5383,G40119 ,10,"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures, intractable, without status epilepticus"
5384,G9619  ,10,"Other disorders of meninges, not elsewhere classified"
5385,G40319 ,10,"Generalized idiopathic epilepsy and epileptic syndromes, intractable, without status epilepticus"
5386,F519   ,10,"Sleep disorder not due to a substance or known physiological condition, unspecified"
5387,61179  ,9,Other signs and symptoms in breast
5388,6183   ,9,"Uterovaginal prolapse, complete"
5389,61689  ,9,"Other inflammatory disease of cervix, vagina and vulva"
5390,44382  ,9,Erythromelalgia
5391,6185   ,9,Prolapse of vaginal vault after hysterectomy
5392,05379  ,9,Herpes zoster with other specified complications
5393,47821  ,9,Cellulitis of pharynx or nasopharynx
5394,47829  ,9,"Other diseases of pharynx, not elsewhere classified"
5395,1973   ,9,Secondary malignant neoplasm of other respiratory organs
5396,I82A21 ,10,Chronic embolism and thrombosis of right axillary vein
5397,V4976  ,9,Above knee amputation status
5398,00863  ,9,Enteritis due to norwalk virus
5399,6924   ,9,Contact dermatitis and other eczema due to other chemical products
5400,I82A11 ,10,Acute embolism and thrombosis of right axillary vein
5401,I82611 ,10,Acute embolism and thrombosis of superficial veins of right upper extremity
5402,Z8639  ,10,"Personal history of other endocrine, nutritional and metabolic disease"
5403,S8251XD,10,"Displaced fracture of medial malleolus of right tibia, subsequent encounter for closed fracture with routine healing"
5404,H53122 ,10,"Transient visual loss, left eye"
5405,Z8509  ,10,Personal history of malignant neoplasm of other digestive organs
5406,M25461 ,10,"Effusion, right knee"
5407,M84471A,10,"Pathological fracture, right ankle, initial encounter for fracture"
5408,0030   ,9,Salmonella gastroenteritis
5409,58889  ,9,Other specified disorders resulting from impaired renal function
5410,5969   ,9,Unspecified disorder of bladder
5411,29622  ,9,"Major depressive affective disorder, single episode, moderate"
5412,07819  ,9,Other specified viral warts
5413,57490  ,9,"Calculus of gallbladder and bile duct without cholecystitis, without mention of obstruction"
5414,41091  ,9,"Acute myocardial infarction of unspecified site, initial episode of care"
5415,20970  ,9,"Secondary neuroendocrine tumor, unspecified site"
5416,20930  ,9,"Malignant poorly differentiated neuroendocrine carcinoma, any site"
5417,2390   ,9,Neoplasm of unspecified nature of digestive system
5418,K8591  ,10,"Acute pancreatitis with uninfected necrosis, unspecified"
5419,I824Z3 ,10,"Acute embolism and thrombosis of unspecified deep veins of distal lower extremity, bilateral"
5420,K8592  ,10,"Acute pancreatitis with infected necrosis, unspecified"
5421,E089   ,10,Diabetes mellitus due to underlying condition without complications
5422,I4819  ,10,Other persistent atrial fibrillation
5423,Y92030 ,10,Kitchen in apartment as the place of occurrence of the external cause
5424,M19031 ,10,"Primary osteoarthritis, right wrist"
5425,G603   ,10,Idiopathic progressive neuropathy
5426,A6920  ,10,"Lyme disease, unspecified"
5427,Z62819 ,10,Personal history of unspecified abuse in childhood
5428,O4103X0,10,"Oligohydramnios, third trimester, not applicable or unspecified"
5429,O9832  ,10,Other infections with a predominantly sexual mode of transmission complicating childbirth
5430,A6000  ,10,"Herpesviral infection of urogenital system, unspecified"
5431,O99214 ,10,Obesity complicating childbirth
5432,Z3A36  ,10,36 weeks gestation of pregnancy
5433,65801  ,9,"Oligohydramnios, delivered, with or without mention of antepartum condition"
5434,64681  ,9,"Other specified complications of pregnancy, delivered, with or without mention of antepartum condition"
5435,T460X5A,10,"Adverse effect of cardiac-stimulant glycosides and drugs of similar action, initial encounter"
5436,F5089  ,10,Other specified eating disorder
5437,D3501  ,10,Benign neoplasm of right adrenal gland
5438,D1809  ,10,Hemangioma of other sites
5439,S0093XA,10,"Contusion of unspecified part of head, initial encounter"
5440,D1803  ,10,Hemangioma of intra-abdominal structures
5441,M60869 ,10,"Other myositis, unspecified lower leg"
5442,99643  ,9,Broken prosthetic joint implant
5443,99642  ,9,Dislocation of prosthetic joint
5444,83900  ,9,"Closed dislocation, cervical vertebra, unspecified"
5445,Z4542  ,10,Encounter for adjustment and management of neurostimulator
5446,42091  ,9,Acute idiopathic pericarditis
5447,K5710  ,10,Diverticulosis of small intestine without perforation or abscess without bleeding
5448,K902   ,10,"Blind loop syndrome, not elsewhere classified"
5449,G453   ,10,Amaurosis fugax
5450,R0982  ,10,Postnasal drip
5451,M5020  ,10,"Other cervical disc displacement, unspecified cervical region"
5452,5759   ,9,Unspecified disorder of gallbladder
5453,K8040  ,10,"Calculus of bile duct with cholecystitis, unspecified, without obstruction"
5454,O9989  ,10,"Other specified diseases and conditions complicating pregnancy, childbirth and the puerperium"
5455,O670   ,10,Intrapartum hemorrhage with coagulation defect
5456,O904   ,10,Postpartum acute kidney failure
5457,O8620  ,10,"Urinary tract infection following delivery, unspecified"
5458,O321XX0,10,"Maternal care for breech presentation, not applicable or unspecified"
5459,O34211 ,10,Maternal care for low transverse scar from previous cesarean delivery
5460,O3412  ,10,"Maternal care for benign tumor of corpus uteri, second trimester"
5461,N736   ,10,Female pelvic peritoneal adhesions (postinfective)
5462,N802   ,10,Endometriosis of fallopian tube
5463,N801   ,10,Endometriosis of ovary
5464,N9489  ,10,Other specified conditions associated with female genital organs and menstrual cycle
5465,N803   ,10,Endometriosis of pelvic peritoneum
5466,O9962  ,10,Diseases of the digestive system complicating childbirth
5467,N800   ,10,Endometriosis of uterus
5468,N808   ,10,Other endometriosis
5469,O135   ,10,"Gestational [pregnancy-induced] hypertension without significant proteinuria, complicating the puerperium"
5470,Z3A26  ,10,26 weeks gestation of pregnancy
5471,64103  ,9,"Placenta previa without hemorrhage, antepartum condition or complication"
5472,64973  ,9,"Cervical shortening, antepartum condition or complication"
5473,64111  ,9,"Hemorrhage from placenta previa, delivered, with or without mention of antepartum condition"
5474,64971  ,9,"Cervical shortening, delivered, with or without mention of antepartum condition"
5475,64403  ,9,"Threatened premature labor, antepartum condition or complication"
5476,5373   ,9,Other obstruction of duodenum
5477,1981   ,9,Secondary malignant neoplasm of other urinary organs
5478,1580   ,9,Malignant neoplasm of retroperitoneum
5479,1531   ,9,Malignant neoplasm of transverse colon
5480,S12500A,10,"Unspecified displaced fracture of sixth cervical vertebra, initial encounter for closed fracture"
5481,S22089A,10,"Unspecified fracture of T11-T12 vertebra, initial encounter for closed fracture"
5482,S12401A,10,"Unspecified nondisplaced fracture of fifth cervical vertebra, initial encounter for closed fracture"
