NOTE: NEW CODES ARE INTRODUCED IN OCTOBER AND OLD CODES ARE PHASED OUT IN SEPTEMBER.
'ICD-9-CM CODE','CCS CATEGORY','CCS CATEGORY DESCRIPTION','ICD-9-CM CODE DESCRIPTION'
'3958 ','61 ','Ot vessels       ',"REPAIR VESS W PATCH NOS"
'3959 ','61 ','Ot vessels       ',"REPAIR OF VESSEL NEC"
'397  ','61 ','Ot vessels       ',"PERIARTER SYMPATHECTOMY"
'3977 ','61 ','Ot vessels       ',"Temp endovsc occls vessl (Begin 2011)"
'3979 ','61 ','Ot vessels       ',"OTHER ENDOVASCULAR REPAIR OF ANEURYSM (Begin 2000)"
'398  ','61 ','Ot vessels       ',"VASCULAR BODY OPERATIONS (end 2010)"
'3990 ','61 ','Ot vessels       ',"INSERT NONCOR ART STENT (Begin 1996)"
'3991 ','61 ','Ot vessels       ',"FREEING OF VESSEL"
'3992 ','61 ','Ot vessels       ',"VEIN INJECT-SCLEROS AGNT"
'3994 ','61 ','Ot vessels       ',"REPLAC VES-TO-VES CANNUL"
'3998 ','61 ','Ot vessels       ',"HEMORRHAGE CONTROL NOS"
'3999 ','61 ','Ot vessels       ',"VESSEL OPERATION NEC"
'6824 ','61 ','Ot vessels       ',"Uterine art emb w coils (Begin 2011)"
'6825 ','61 ','Ot vessels       ',"Uterine art emb w/o coil (Begin 2011)"
'3720 ','62 ','Ot Dx CV prs     ',"NONINVAS ELECT STIMULATN (Begin 2006)"
'3724 ','62 ','Ot Dx CV prs     ',"PERICARDIAL BIOPSY"
'3725 ','62 ','Ot Dx CV prs     ',"CARDIAC BIOPSY"
'3726 ','62 ','Ot Dx CV prs     ',"CARDIAC ELECTROPHY STIM (Begin 1988)"
'3727 ','62 ','Ot Dx CV prs     ',"CARDIAC MAPPING (Begin 1988)"
'3728 ','62 ','Ot Dx CV prs     ',"INTRACARDIAC ECHOCARDIOGRAPHY (Begin 2001)"
'3729 ','62 ','Ot Dx CV prs     ',"HRT/PERICAR DX PROC NEC"
'3821 ','62 ','Ot Dx CV prs     ',"BLOOD VESSEL BIOPSY"
'3822 ','62 ','Ot Dx CV prs     ',"PERCUTANEOUS ANGIOSCOPY (Begin 1986)"
'3826 ','62 ','Ot Dx CV prs     ',"Insrt prsr snsr w/o lead (Begin 2011)"
'3829 ','62 ','Ot Dx CV prs     ',"BLOOD VESSEL DX PROC NEC"
'0049 ','63 ','n-OR CV prs      ',"SUPERSAT O2 THERAPY (Begin 2008)"
'0060 ','63 ','n-OR CV prs      ',"Ins d-e stnt sup fem art (Begin 2010)"
'3606 ','63 ','n-OR CV prs      ',"INSERT CORON ART STENT (Begin 1995)"
'3607 ','63 ','n-OR CV prs      ',"INSERT DRUG-ELUTING CRNRY ARTRY STNTS (Begin 2002)"
'370  ','63 ','n-OR CV prs      ',"PERICARDIOCENTESIS"
'3792 ','63 ','n-OR CV prs      ',"INJECTION INTO HEART"
'3793 ','63 ','n-OR CV prs      ',"INJECTION INTO PERICARD"
'3894 ','63 ','n-OR CV prs      ',"VENOUS CUTDOWN"
'3895 ','63 ','n-OR CV prs      ',"VEN CATH RENAL DIALYSIS (Begin 1989)"
'3996 ','63 ','n-OR CV prs      ',"TOTAL BODY PERFUSION"
'3997 ','63 ','n-OR CV prs      ',"OTHER PERFUSION"
'9744 ','63 ','n-OR CV prs      ',"NONOP REMOVAL HEART ASSIST SYSTEM (Begin 2001)"
'410  ','64 ','Bon mar tran     ',"BONE MARROW TRNSPLNT (Begin 1980 End 1988)"
'4100 ','64 ','Bon mar tran     ',"BONE MARROW TRNSPLNT NOS (Begin 1988)"
'4101 ','64 ','Bon mar tran     ',"AUT BONE MARROW TRNSPLNT (Begin 1988)"
'4102 ','64 ','Bon mar tran     ',"ALO BONE MARROW TRNSPLNT (Begin 1988)"
'4103 ','64 ','Bon mar tran     ',"ALLOGRFT BONE MARROW NOS (Begin 1988)"
'4104 ','64 ','Bon mar tran     ',"AUTOL HEMATOPO STEM CELL TRANSPLNT (Begin 1994)"
'4105 ','64 ','Bon mar tran     ',"ALLOGEN HEMATO STEM CELL TRANS (Begin 1997)"
'4106 ','64 ','Bon mar tran     ',"CORD BLOOD STEM CELL TRANS (Begin 1997)"
'4107 ','64 ','Bon mar tran     ',"AUTOL HEMAT STEM CELL TRANS W/PURGING (Begin 2000)"
'4108 ','64 ','Bon mar tran     ',"ALLOGEN HEMAT STEM CELL TRANS W/PURGING (Begin 2000)"
'4109 ','64 ','Bon mar tran     ',"AUTOL BONE MARROW TRANS W/PURGING (Begin 2000)"
'4131 ','65 ','Bon mar bx       ',"BONE MARROW BIOPSY"
'411  ','66 ','Prs spleen       ',"PUNCTURE OF SPLEEN"
'412  ','66 ','Prs spleen       ',"SPLENOTOMY"
'4141 ','66 ','Prs spleen       ',"SPLENIC CYST MARSUPIAL"
'4142 ','66 ','Prs spleen       ',"EXC SPLENIC LESION/TISS"
'4143 ','66 ','Prs spleen       ',"PARTIAL SPLENECTOMY"
'415  ','66 ','Prs spleen       ',"TOTAL SPLENECTOMY"
'4193 ','66 ','Prs spleen       ',"EXC OF ACCESSORY SPLEEN"
'4195 ','66 ','Prs spleen       ',"REPAIR OF SPLEEN"
'4199 ','66 ','Prs spleen       ',"SPLEEN OPERATION NEC"
'400  ','67 ','Ot Rx hemic      ',"INCIS LYMPHATIC STRUCTUR"
'4011 ','67 ','Ot Rx hemic      ',"LYMPHATIC STRUCT BIOPSY"
'4019 ','67 ','Ot Rx hemic      ',"LYMPHATIC DIAG PROC NEC"
'4021 ','67 ','Ot Rx hemic      ',"EXCIS DEEP CERVICAL NODE"
'4022 ','67 ','Ot Rx hemic      ',"EXCISE INT MAMMARY NODE"
'4023 ','67 ','Ot Rx hemic      ',"EXCISE AXILLARY NODE"
'4024 ','67 ','Ot Rx hemic      ',"EXCISE INGUINAL NODE"
'4029 ','67 ','Ot Rx hemic      ',"SIMP EXC LYMPH STRUC NEC"
'403  ','67 ','Ot Rx hemic      ',"REGIONAL LYMPH NODE EXC"
'4040 ','67 ','Ot Rx hemic      ',"RAD NECK DISSECTION NOS"
'4041 ','67 ','Ot Rx hemic      ',"UNILAT RAD NECK DISSECT"
'4042 ','67 ','Ot Rx hemic      ',"BILAT RAD NECK DISSECT"
'4050 ','67 ','Ot Rx hemic      ',"RAD NODE DISSECTION NOS"
'4051 ','67 ','Ot Rx hemic      ',"RAD DISSEC AXILLARY NODE"
'4052 ','67 ','Ot Rx hemic      ',"RAD DISSEC PERIAORT NODE"
'4053 ','67 ','Ot Rx hemic      ',"RAD DISSECT ILIAC NODES"
'4054 ','67 ','Ot Rx hemic      ',"RADICAL GROIN DISSECTION"
'4059 ','67 ','Ot Rx hemic      ',"RAD NODE DISSECTION NEC"
'4061 ','67 ','Ot Rx hemic      ',"THORAC DUCT CANNULATION"
'4062 ','67 ','Ot Rx hemic      ',"THORACIC DUCT FISTULIZAT"
'4063 ','67 ','Ot Rx hemic      ',"CLOSE THORACIC DUCT FIST"
'4064 ','67 ','Ot Rx hemic      ',"LIGATE THORACIC DUCT"
'4069 ','67 ','Ot Rx hemic      ',"THORACIC DUCT OP NEC"
'409  ','67 ','Ot Rx hemic      ',"LYMPH STRUCTURE OP NEC"
'4132 ','67 ','Ot Rx hemic      ',"CLOSED SPLEEN BIOPSY"
'4133 ','67 ','Ot Rx hemic      ',"OPEN SPLEEN BIOPSY"
'4138 ','67 ','Ot Rx hemic      ',"MARROW DIAGNOST PROC NEC"
'4139 ','67 ','Ot Rx hemic      ',"SPLEEN DIAGNOST PROC NEC"
'4191 ','67 ','Ot Rx hemic      ',"DONOR MARROW ASPIRATION"
'4192 ','67 ','Ot Rx hemic      ',"INJECTION INTO MARROW"
'4198 ','67 ','Ot Rx hemic      ',"BONE MARROW OPS NEC"
'4291 ','68 ','Inject esop      ',"(INJECT) LIG ESOPH VARIX (Begin 1990)"
'4292 ','69 ','Esoph dilat      ',"ESOPHAGEAL DILATION"
'4223 ','70 ','UGI endosc       ',"ESOPHAGOSCOPY NEC"
'4224 ','70 ','UGI endosc       ',"(CLOSED) BX OF ESOPHAGUS (Begin 1988)"
'4413 ','70 ','UGI endosc       ',"GASTROSCOPY NEC"
'4414 ','70 ','UGI endosc       ',"CLOSED GASTRIC BIOPSY"
'4513 ','70 ','UGI endosc       ',"SM BOWEL ENDOSCOPY NEC"
'4514 ','70 ','UGI endosc       ',"CLOS SMALL BOWEL BIOPSY"
'4516 ','70 ','UGI endosc       ',"EGD WITH CLOSED BIOPSY (Begin 1988)"
'431  ','71 ','Gastrostomy      ',"TEMP GASTROSTOMY (Begin 1980 End 1989)"
'4311 ','71 ','Gastrostomy      ',"PERCU ENDOSC GASTROSTOMY (Begin 1989)"
'4319 ','71 ','Gastrostomy      ',"OTHER GASTROSTOMY (Begin 1989)"
'432  ','71 ','Gastrostomy      ',"PERM GASTROSTOMY (Begin 1980 End 1989)"
'4432 ','71 ','Gastrostomy      ',"PERCUTANEOUS GASTROJEJUNOSTOMY (Begin 2001)"
'4610 ','72 ','Colostomy        ',"COLOSTOMY NOS"
'4611 ','72 ','Colostomy        ',"TEMPORARY COLOSTOMY"
'4612 ','72 ','Colostomy        ',"PERM MAGNETIC COLOSTOMY (End 1992)"
'4613 ','72 ','Colostomy        ',"PERMANENT COLOSTOMY NEC (Begin 1992)"
'4614 ','72 ','Colostomy        ',"DELAY OPENING COLOSTOMY"
'4620 ','73 ','Ileostomy        ',"ILEOSTOMY NOS"
'4621 ','73 ','Ileostomy        ',"TEMPORARY ILEOSTOMY"
'4622 ','73 ','Ileostomy        ',"CONTINENT ILEOSTOMY"
'4623 ','73 ','Ileostomy        ',"PERMANENT ILEOSTOMY NEC"
'4624 ','73 ','Ileostomy        ',"DELAY OPENING ILEOSTOMY"
'4631 ','73 ','Ileostomy        ',"DELAY OPENING ENTEROSTOM"
'4632 ','73 ','Ileostomy        ',"PERCU ENDOSC JEJUNOSTOMY (Begin 1989)"
'4639 ','73 ','Ileostomy        ',"ENTEROSTOMY NEC"
'435  ','74 ','Gastrectomy      ',"PROXIMAL GASTRECTOMY"
'436  ','74 ','Gastrectomy      ',"DISTAL GASTRECTOMY"
'437  ','74 ','Gastrectomy      ',"PART GASTREC W JEJ ANAST"
'4381 ','74 ','Gastrectomy      ',"PART GAST W JEJ TRANSPOS"
'4382 ','74 ','Gastrectomy      ',"Lap vertical gastrectomy (Begin 2011)"
'4389 ','74 ','Gastrectomy      ',"PARTIAL GASTRECTOMY NEC"
'4391 ','74 ','Gastrectomy      ',"TOT GAST W INTES INTERPO"
'4399 ','74 ','Gastrectomy      ',"TOTAL GASTRECTOMY NEC"
'4561 ','75 ','Sm bowel res     ',"MULT SEG SM BOWEL EXCIS"
'4562 ','75 ','Sm bowel res     ',"PART SM BOWEL RESECT NEC"
'4563 ','75 ','Sm bowel res     ',"TOTAL REMOVAL SM BOWEL"
'4523 ','76 ','Colonoscopy      ',"COLONOSCOPY"
'4524 ','76 ','Colonoscopy      ',"OTH ENDOSCOPY LG BOWEL (Begin 1988)"
'4525 ','76 ','Colonoscopy      ',"CLOS LARGE BOWEL BIOPSY"
'4823 ','77 ','Proctoscopy      ',"(OTH) PROCTOSIGMOIDOSCOPY(Begin 1988)"
'4824 ','77 ','Proctoscopy      ',"CLOSED RECTAL BX"
'4826 ','77 ','Proctoscopy      ',"PERIRECTAL TISSUE BIOPSY"
'4921 ','77 ','Proctoscopy      ',"ANOSCOPY"
'4922 ','77 ','Proctoscopy      ',"PERIANAL BIOPSY"
'4923 ','77 ','Proctoscopy      ',"ANAL BIOPSY"
'1731 ','78 ','Colorec resc     ',"LAP MUL SEG RES LG INTES (Begin 2008)"
'1732 ','78 ','Colorec resc     ',"LAPAROSCOPIC CECECTOMY (Begin 2008)"
'1733 ','78 ','Colorec resc     ',"LAP RIGHT HEMICOLECTOMY (Begin 2008)"
'1734 ','78 ','Colorec resc     ',"LAP RES TRANSVERSE COLON (Begin 2008)"
'1735 ','78 ','Colorec resc     ',"LAP LEFT HEMICOLECTOMY (Begin 2008)"
'1736 ','78 ','Colorec resc     ',"LAP SIGMOIDECTOMY (Begin 2008)"
'1739 ','78 ','Colorec resc     ',"LAP PT EX LRG INTEST NEC (Begin 2008)"
'4571 ','78 ','Colorec resc     ',"MULT SEG LG BOWEL EXCIS"
'4572 ','78 ','Colorec resc     ',"CECECTOMY"
'4573 ','78 ','Colorec resc     ',"RIGHT HEMICOLECTOMY"
'4574 ','78 ','Colorec resc     ',"TRANSVERSE COLON RESECT"
'4575 ','78 ','Colorec resc     ',"LEFT HEMICOLECTOMY (Begin 1988)"
'4576 ','78 ','Colorec resc     ',"SIGMOIDECTOMY"
'4579 ','78 ','Colorec resc     ',"PART LG BOWEL EXCIS NEC"
'458  ','78 ','Colorec resc     ',"TOT INTRA-ABD COLECTOMY (End 2008)"
'4581 ','78 ','Colorec resc     ',"LAP TOT INTR-AB COLECTMY (Begin 2008)"
'4582 ','78 ','Colorec resc     ',"OP TOT INTR-ABD COLECTMY (Begin 2008)"
'4583 ','78 ','Colorec resc     ',"TOT ABD COLECTMY NEC/NOS (Begin 2008)"
'4840 ','78 ','Colorec resc     ',"PULL-THRU RES RECTUM NOS (Begin 2008)"
'4841 ','78 ','Colorec resc     ',"SOAVE SUBMUC RECT RESECT"
'4842 ','78 ','Colorec resc     ',"LAP PULL-THRU RES RECTUM (Begin 2008)"
'4843 ','78 ','Colorec resc     ',"OPN PULL-THRU RES RECTUM (Begin 2008)"
'4849 ','78 ','Colorec resc     ',"PULL-THRU RECT RESEC NEC"
'485  ','78 ','Colorec resc     ',"ABD-PERINEAL RECT RESECT (End 2008)"
'4850 ','78 ','Colorec resc     ',"ABDPERNEAL RES RECTM NOS (Begin 2008)"
'4851 ','78 ','Colorec resc     ',"LAP ABDPERNEAL RESC REC (Begin 2008)"
'4852 ','78 ','Colorec resc     ',"OPN ABDPERNEAL RESC REC (Begin 2008)"
'4859 ','78 ','Colorec resc     ',"ABDPERNEAL RESC RECT NEC (Begin 2008)"
'4861 ','78 ','Colorec resc     ',"TRANSSAC RECTOSIGMOIDECT"
'4862 ','78 ','Colorec resc     ',"ANT RECT RESECT W COLOST"
'4863 ','78 ','Colorec resc     ',"ANTERIOR RECT RESECT NEC"
'4864 ','78 ','Colorec resc     ',"POSTERIOR RECT RESECTION"
'4865 ','78 ','Colorec resc     ',"DUHAMEL RECTAL RESECTION"
'4866 ','78 ','Colorec resc     ',"HARTMANN RESECTION RECTUM (Begin 1980 End 1988)"
'4869 ','78 ','Colorec resc     ',"RECTAL RESECTION NEC"
'4541 ','79 ','Rem coln les     ',"EXCIS LG INTESTINE LES"
'470  ','80 ','Appendectomy     ',"APPENDECTOMY (End 1996)"
'4701 ','80 ','Appendectomy     ',"LAPAROSCOP APPENDECT (Begin 1996)"
'4709 ','80 ','Appendectomy     ',"OTHER APPENDECT (Begin 1996)"
'471  ','80 ','Appendectomy     ',"INCIDENTAL APPENDECTOMY (End 1996)"
'4711 ','80 ','Appendectomy     ',"LAPAROSCOP INCID APPEND (Begin 1996)"
'4719 ','80 ','Appendectomy     ',"OTH INCID APPEND (Begin 1996)"
'4941 ','81 ','Hemorrh prs      ',"HEMORRHOID REDUCTION"
'4942 ','81 ','Hemorrh prs      ',"HEMORRHOID INJECTION"
'4943 ','81 ','Hemorrh prs      ',"HEMORRHOID CAUTERIZAT"
'4944 ','81 ','Hemorrh prs      ',"HEMORRHOID CRYOTHERAPY"
'4945 ','81 ','Hemorrh prs      ',"HEMORRHOID LIGATION"
'4946 ','81 ','Hemorrh prs      ',"HEMORRHOIDECTOMY"
'4947 ','81 ','Hemorrh prs      ',"HEMORRHOID EVACUATION"
'4949 ','81 ','Hemorrh prs      ',"HEMORRHOID PROCEDURE NEC"
'5110 ','82 ','ERCP/ERC/ERP     ',"ENDOSC RETRO CHOLANGIOPA (Begin 1989)"
'5111 ','82 ','ERCP/ERC/ERP     ',"ENDOSC (BILIARY TRACT) (Begin 1989)"
'5197 ','82 ','ERCP/ERC/ERP     ',"ERCP BILIARY TRACT (Begin 1986 End 1989)"
'5213 ','82 ','ERCP/ERC/ERP     ',"ENDOSC RETRO PANCREATOG (Begin 1989)"
'5291 ','82 ','ERCP/ERC/ERP     ',"ERCP (Begin 1980 End 1989)"
'5011 ','83 ','Bx liver         ',"CLOSED LIVER BIOPSY"
'5012 ','83 ','Bx liver         ',"OPEN LIVER BIOPSY"
'5013 ','83 ','Bx liver         ',"TRANSJUGULAR LIVER BX (Begin 2007)"
'5121 ','84 ','Cholecystec      ',"PARTIAL CHOLECYSTECTOMY (Begin 1996)"
'5122 ','84 ','Cholecystec      ',"(TOTAL) CHOLECYSTECTOMY(Begin 1991)"
'5123 ','84 ','Cholecystec      ',"LAPAROSCOPIC CHOLECYSTEC (Begin 1991)"
'5124 ','84 ','Cholecystec      ',"LAPAROSCOP PART CHOLE (Begin 1996)"
'5141 ','84 ','Cholecystec      ',"CDE FOR CALCULUS REMOV"
'5142 ','84 ','Cholecystec      ',"CDE FOR OBSTRUCTION NEC"
'5143 ','84 ','Cholecystec      ',"CHOLEDOCHOHEPAT INTUBAT"
'5149 ','84 ','Cholecystec      ',"INCIS OBSTR BILE DUC NEC"
'5151 ','84 ','Cholecystec      ',"COMMON DUCT EXPLORATION"
'5159 ','84 ','Cholecystec      ',"BILE DUCT INCISION NEC"
'1711 ','85 ','Ing/fem hern     ',"LAP DIR ING HERN-GRAFT (Begin 2008)"
'1712 ','85 ','Ing/fem hern     ',"LAP INDIR ING HERN-GRAFT (Begin 2008)"
'1713 ','85 ','Ing/fem hern     ',"LAP ING HERN-GRAFT NOS (Begin 2008)"
'1721 ','85 ','Ing/fem hern     ',"LAP BIL DIR ING HRN-GRFT (Begin 2008)"
'1722 ','85 ','Ing/fem hern     ',"LAP BI INDIR ING HRN-GRF (Begin 2008)"
'1723 ','85 ','Ing/fem hern     ',"LAP BI DR/IND ING HRN-GR (Begin 2008)"
'1724 ','85 ','Ing/fem hern     ',"LAP BIL ING HERN-GRF NOS (Begin 2008)"
'5300 ','85 ','Ing/fem hern     ',"UNILAT ING HERN REP NOS"
'5301 ','85 ','Ing/fem hern     ',"REPAIR DIRECT ING HERNIA"
'5302 ','85 ','Ing/fem hern     ',"REPAIR INDIR ING HERNIA"
'5303 ','85 ','Ing/fem hern     ',"DIR ING HERNIA REP-GRAFT"
'5304 ','85 ','Ing/fem hern     ',"IND ING HERNIA REP-GRAFT"
'5305 ','85 ','Ing/fem hern     ',"ING HERNIA REP-GRAFT NOS"
'5310 ','85 ','Ing/fem hern     ',"BILAT ING HERNIA REP NOS"
'5311 ','85 ','Ing/fem hern     ',"BILAT DIR ING HERN REP"
'5312 ','85 ','Ing/fem hern     ',"BILAT IND ING HERN REP"
'5313 ','85 ','Ing/fem hern     ',"BIL DIR/IND ING HRN REP"
'5314 ','85 ','Ing/fem hern     ',"BIL DIR ING HRN REP-GRFT"
'5315 ','85 ','Ing/fem hern     ',"BIL IND ING HRN REP-GRFT"
'5316 ','85 ','Ing/fem hern     ',"BIL DIR/IND ING HERN-PRO"
'5317 ','85 ','Ing/fem hern     ',"BIL ING HRN REP-GRFT NOS"
'5321 ','85 ','Ing/fem hern     ',"UNIL FEMOR HRN REP-GRFT"
'5329 ','85 ','Ing/fem hern     ',"UNIL FEMOR HERN REP NEC"
'5331 ','85 ','Ing/fem hern     ',"BIL FEM HERN REPAIR-GRFT"
'5339 ','85 ','Ing/fem hern     ',"BIL FEM HERN REPAIR NEC"
'5341 ','86 ','Ot hern repr     ',"UMBIL HERNIA REPAIR-GRFT"
'5342 ','86 ','Ot hern repr     ',"LAP UMBIL HERNIA-GRAFT (Begin 2008)"
'5343 ','86 ','Ot hern repr     ',"LAP UMBILICAL HERNIA NEC (Begin 2008)"
'5349 ','86 ','Ot hern repr     ',"UMBIL HERNIA REPAIR NEC"
'5351 ','86 ','Ot hern repr     ',"INCISIONAL HERNIA REPAIR"
'5359 ','86 ','Ot hern repr     ',"ABD WALL HERN REPAIR NEC"
'5361 ','86 ','Ot hern repr     ',"INCIS HERNIA REPAIR-GRFT"
'5362 ','86 ','Ot hern repr     ',"LAP INCIS HERN REPR-GRFT (Begin 2008)"
'5363 ','86 ','Ot hern repr     ',"LAP HERN ANT ABD-GFT NEC (Begin 2008)"
'5369 ','86 ','Ot hern repr     ',"ABD HERN REPAIR-GRFT NEC"
'537  ','86 ','Ot hern repr     ',"ABD REPAIR-DIAPHR HERNIA (End 2008)"
'5371 ','86 ','Ot hern repr     ',"LAP ABD REP-DIAPHR HERN (Begin 2008)"
'5372 ','86 ','Ot hern repr     ',"OPN ABD DIAPHRM HERN NEC (Begin 2008)"
'5375 ','86 ','Ot hern repr     ',"ABD REP-DIAPHR HERN NOS (Begin 2008)"
'5380 ','86 ','Ot hern repr     ',"THOR REP-DIAPH HERN NOS"
'5381 ','86 ','Ot hern repr     ',"DIAPHRAGMATIC PLICATION"
'5382 ','86 ','Ot hern repr     ',"PARASTERN HERNIA REPAIR"
'5383 ','86 ','Ot hern repr     ',"LAP THORC APP-DIAPH HERN (Begin 2008)"
'5384 ','86 ','Ot hern repr     ',"OPN THORC DIAPH HERN NEC (Begin 2008)"
'539  ','86 ','Ot hern repr     ',"OTHER HERNIA REPAIR"
'5421 ','87 ','Laparoscopy      ',"LAPAROSCOPY"
'5491 ','88 ','Abd paracent     ',"ABDOMINAL PARACENTESIS"
'5411 ','89 ','Explor lap       ',"EXPLORATORY LAPAROTOMY"
'545  ','90 ','Exc perit ad     ',"PERITONEAL ADHESIOLYSIS (End 1996)"
'5451 ','90 ','Exc perit ad     ',"LAPSC LYSIS ABD ADHES (Begin 1996)"
'5459 ','90 ','Exc perit ad     ',"OTH LYSIS ABD ADHES (Begin 1996)"
'5498 ','91 ','Perit dialys     ',"PERITONEAL DIALYSIS"
'4411 ','92 ','Ot bowel Dx      ',"TRANSABDOMIN GASTROSCOPY"
'4412 ','92 ','Ot bowel Dx      ',"GASTROSCOPY THRU STOMA"
'4415 ','92 ','Ot bowel Dx      ',"OPEN GASTRIC BIOPSY"
'4419 ','92 ','Ot bowel Dx      ',"GASTRIC DIAGNOS PROC NEC"
'4511 ','92 ','Ot bowel Dx      ',"TRANSAB SM BOWEL ENDOSC"
'4512 ','92 ','Ot bowel Dx      ',"ENDOSC SM BOWEL THRU ST"
'4515 ','92 ','Ot bowel Dx      ',"OPEN SMALL BOWEL BIOPSY"
'4519 ','92 ','Ot bowel Dx      ',"SM BOWEL DX PROC NEC"
'4521 ','92 ','Ot bowel Dx      ',"TRANSAB LG BOWEL ENDOSC"
'4522 ','92 ','Ot bowel Dx      ',"ENDOSC LG BOWEL THRU ST"
'4526 ','92 ','Ot bowel Dx      ',"OPEN LARGE BOWEL BIOPSY"
'4527 ','92 ','Ot bowel Dx      ',"INTESTINAL BIOPSY NOS"
'4528 ','92 ','Ot bowel Dx      ',"LG BOWEL DX PROCED NEC"
'4529 ','92 ','Ot bowel Dx      ',"BOWEL DIAGNOST PROC NEC"
'4821 ','92 ','Ot bowel Dx      ',"TRANSAB PROCTOSIGMOIDOSC"
'4822 ','92 ','Ot bowel Dx      ',"PROCTOSIGMOIDOSC THRU ST"
'4825 ','92 ','Ot bowel Dx      ',"OPEN RECTAL BX"
'4829 ','92 ','Ot bowel Dx      ',"RECT/PERIRECT DX OP NEC"
'4929 ','92 ','Ot bowel Dx      ',"ANAL/PERIAN DX PROC NEC"
'4233 ','93 ','nOR UGI Rx       ',"ENDOSC DESTRUC ESOPH LES (Begin 1989)"
'4281 ','93 ','nOR UGI Rx       ',"INSERT PERM TUBE ESOPHAG"
'4341 ','93 ','nOR UGI Rx       ',"GASTRIC POLYPECTOMY (Begin 1989)"
'4422 ','93 ','nOR UGI Rx       ',"ENDOSCOP DILATE PYLORUS (Begin 1986)"
'4443 ','93 ','nOR UGI Rx       ',"ENDOSC CONTROL GAST HEM (Begin 1989)"
'4444 ','93 ','nOR UGI Rx       ',"TRANSCATH EMBO GAST HEM (Begin 1989)"
'4449 ','93 ','nOR UGI Rx       ',"OTHER CONTROL GAST HEM (Begin 1989)"
'4462 ','93 ','nOR UGI Rx       ',"GASTROSTOMY CLOSURE"
'4493 ','93 ','nOR UGI Rx       ',"INSERT GASTRIC BUBBLE (Begin 1986)"
'4494 ','93 ','nOR UGI Rx       ',"REMOVE GASTRIC BUBBLE (Begin 1986)"
'9606 ','93 ','nOR UGI Rx       ',"INSERT SENGSTAKEN TUBE"
'9631 ','93 ','nOR UGI Rx       ',"GASTRIC COOLING"
'9632 ','93 ','nOR UGI Rx       ',"GASTRIC FREEZING"
'9633 ','93 ','nOR UGI Rx       ',"GASTRIC LAVAGE"
'9634 ','93 ','nOR UGI Rx       ',"GASTRIC TUBE IRRIGAT NEC"
'9635 ','93 ','nOR UGI Rx       ',"GASTRIC GAVAGE"
'9701 ','93 ','nOR UGI Rx       ',"REPLACE GAST/ESOPH TUBE"
'9702 ','93 ','nOR UGI Rx       ',"REPLACE GASTROSTOMY TUBE"
'9751 ','93 ','nOR UGI Rx       ',"REMOV GASTROSTOMY TUBE"
'4201 ','94 ','Ot OR UGI Rx     ',"ESOPHAGEAL WEB INCISION"
'4209 ','94 ','Ot OR UGI Rx     ',"ESOPHAGEAL INCISION NEC"
'4210 ','94 ','Ot OR UGI Rx     ',"ESOPHAGOSTOMY NOS"
'4211 ','94 ','Ot OR UGI Rx     ',"CERVICAL ESOPHAGOSTOMY"
'4212 ','94 ','Ot OR UGI Rx     ',"ESOPH POUCH EXTERIORIZAT"
'4219 ','94 ','Ot OR UGI Rx     ',"EXT FISTULIZAT ESOPH NEC"
'4231 ','94 ','Ot OR UGI Rx     ',"LOC EXCIS ESOPH DIVERTIC"
'4232 ','94 ','Ot OR UGI Rx     ',"LOCAL EXCIS ESOPHAG NEC"
'4239 ','94 ','Ot OR UGI Rx     ',"DESTRUCT ESOPHAG LES NEC"
'4240 ','94 ','Ot OR UGI Rx     ',"ESOPHAGECTOMY NOS"
'4241 ','94 ','Ot OR UGI Rx     ',"PARTIAL ESOPHAGECTOMY"
'4242 ','94 ','Ot OR UGI Rx     ',"TOTAL ESOPHAGECTOMY"
'4251 ','94 ','Ot OR UGI Rx     ',"THORAC ESOPHAGOESOPHAGOS"
'4252 ','94 ','Ot OR UGI Rx     ',"THORAC ESOPHAGOGASTROST"
'4253 ','94 ','Ot OR UGI Rx     ',"THORAC SM BOWEL INTERPOS"
'4254 ','94 ','Ot OR UGI Rx     ',"THORAC ESOPHAGOENTER NEC"
'4255 ','94 ','Ot OR UGI Rx     ',"THORAC LG BOWEL INTERPOS"
'4256 ','94 ','Ot OR UGI Rx     ',"THORAC ESOPHAGOCOLOS NEC"
'4258 ','94 ','Ot OR UGI Rx     ',"THORAC INTERPOSITION NEC"
'4259 ','94 ','Ot OR UGI Rx     ',"THORAC ESOPHAG ANAST NEC"
'4261 ','94 ','Ot OR UGI Rx     ',"STERN ESOPHAGOESOPHAGOST"
'4262 ','94 ','Ot OR UGI Rx     ',"STERN ESOPHAGOGASTROSTOM"
'4263 ','94 ','Ot OR UGI Rx     ',"STERN SM BOWEL INTERPOS"
'4264 ','94 ','Ot OR UGI Rx     ',"STERN ESOPHAGOENTER NEC"
'4265 ','94 ','Ot OR UGI Rx     ',"STERN LG BOWEL INTERPOS"
'4266 ','94 ','Ot OR UGI Rx     ',"STERN ESOPHAGOCOLOS NEC"
'4268 ','94 ','Ot OR UGI Rx     ',"STERN INTERPOSITION NEC"
'4269 ','94 ','Ot OR UGI Rx     ',"STERN ESOPHAG ANAST NEC"
'427  ','94 ','Ot OR UGI Rx     ',"ESOPHAGOMYOTOMY"
